Gene,Population 1,Population 2,Normalized lineage score,Significant guides,Total guides,,,,,,,,,,,,,,,,,,,,
Smarcal1,MEP,LSKd7,1.204865847,2,6,,,,,,,,,,,,,,,,,,,,
Bcl11a,MEP,LSKd7,1.137070895,2,6,,,,,,,,,,,,,,,,,,,,
Paxip1,MEP,LSKd7,-1.56073261,2,6,,,,,,,,,,,,,,,,,,,,
Mbd3,MEP,LSKd7,-1.615488896,2,6,,,,,,,,,,,,,,,,,,,,
Smarcd1,MEP,LSKd7,-1.806134329,2,6,,,,,,,,,,,,,,,,,,,,
Ncor2,MEP,LSKd7,1.572540449,1,6,,,,,,,,,,,,,,,,,,,,
Bcl7a,MEP,LSKd7,1.461206909,1,6,,,,,,,,,,,,,,,,,,,,
Nup133,MEP,LSKd7,1.403185677,1,6,,,,,,,,,,,,,,,,,,,,
Phf10,MEP,LSKd7,1.389827333,1,6,,,,,,,,,,,,,,,,,,,,
Ezh1,MEP,LSKd7,1.368792661,1,6,,,,,,,,,,,,,,,,,,,,
Nup35,MEP,LSKd7,1.281386441,1,6,,,,,,,,,,,,,,,,,,,,
Hdac2,MEP,LSKd7,1.099408401,1,6,,,,,,,,,,,,,,,,,,,,
Kmt2c,MEP,LSKd7,1.035463292,1,6,,,,,,,,,,,,,,,,,,,,
Dpf3,MEP,LSKd7,1.032297955,1,6,,,,,,,,,,,,,,,,,,,,
Smarcc2,MEP,LSKd7,1.001405292,1,6,,,,,,,,,,,,,,,,,,,,
Kmt2e,MEP,LSKd7,0.876869402,1,6,,,,,,,,,,,,,,,,,,,,
Kdm5b,MEP,LSKd7,0.781173051,1,6,,,,,,,,,,,,,,,,,,,,
Kat8,MEP,LSKd7,0.732963524,1,6,,,,,,,,,,,,,,,,,,,,
Smarca2,MEP,LSKd7,0.676352547,1,6,,,,,,,,,,,,,,,,,,,,
Eif3d,MEP,LSKd7,0.589318865,1,6,,,,,,,,,,,,,,,,,,,,
Nup62,MEP,LSKd7,0.568921759,1,6,,,,,,,,,,,,,,,,,,,,
Nupr1,MEP,LSKd7,0.557143788,1,6,,,,,,,,,,,,,,,,,,,,
Nup153,MEP,LSKd7,0.521042452,1,6,,,,,,,,,,,,,,,,,,,,
Mta3,MEP,LSKd7,0.497599541,1,6,,,,,,,,,,,,,,,,,,,,
Kmt2a,MEP,LSKd7,0.068767396,1,6,,,,,,,,,,,,,,,,,,,,
Nup85,MEP,LSKd7,-0.269504754,1,6,,,,,,,,,,,,,,,,,,,,
Wdr5,MEP,LSKd7,-0.798868192,1,6,,,,,,,,,,,,,,,,,,,,
Actl6a,MEP,LSKd7,-1.085801054,1,6,,,,,,,,,,,,,,,,,,,,
Smarca5,MEP,LSKd7,-1.561042415,1,6,,,,,,,,,,,,,,,,,,,,
Bptf,MEP,LSKd7,-1.799438716,1,6,,,,,,,,,,,,,,,,,,,,
Ncor1,MEP,LSKd7,-1.852296581,1,6,,,,,,,,,,,,,,,,,,,,
Bcl11b,MEP,LSKd7,1.085952641,0,6,,,,,,,,,,,,,,,,,,,,
Mta2,MEP,LSKd7,0.737464301,0,6,,,,,,,,,,,,,,,,,,,,
Ss18l1,MEP,LSKd7,0.703082652,0,6,,,,,,,,,,,,,,,,,,,,
Rbbp7,MEP,LSKd7,0.685099497,0,6,,,,,,,,,,,,,,,,,,,,
Tbl1xr1,MEP,LSKd7,0.594916276,0,6,,,,,,,,,,,,,,,,,,,,
Nup43,MEP,LSKd7,0.564352955,0,6,,,,,,,,,,,,,,,,,,,,
Eif3b,MEP,LSKd7,0.556995575,0,6,,,,,,,,,,,,,,,,,,,,
Trp53,MEP,LSKd7,0.513408654,0,6,,,,,,,,,,,,,,,,,,,,
Chd3,MEP,LSKd7,0.381691429,0,6,,,,,,,,,,,,,,,,,,,,
Bcl7b,MEP,LSKd7,0.378157421,0,6,,,,,,,,,,,,,,,,,,,,
Hdac1,MEP,LSKd7,0.001076303,0,6,,,,,,,,,,,,,,,,,,,,
Nup50,MEP,LSKd7,-0.11465675,0,6,,,,,,,,,,,,,,,,,,,,
Tbl1x,MEP,LSKd7,-0.208019085,0,6,,,,,,,,,,,,,,,,,,,,
Rcor1,MEP,LSKd7,-0.249229832,0,6,,,,,,,,,,,,,,,,,,,,
Prmt10,MEP,LSKd7,-0.270126705,0,6,,,,,,,,,,,,,,,,,,,,
Wdr82,MEP,LSKd7,-0.275295659,0,6,,,,,,,,,,,,,,,,,,,,
Gltscr1,MEP,LSKd7,-0.356527982,0,6,,,,,,,,,,,,,,,,,,,,
Maml3,MEP,LSKd7,-0.648116941,0,6,,,,,,,,,,,,,,,,,,,,
Pagr1a,MEP,LSKd7,-0.700347231,0,6,,,,,,,,,,,,,,,,,,,,
Men1,MEP,LSKd7,-1.0900393,0,6,,,,,,,,,,,,,,,,,,,,
Setd1a,MEP,LSKd7,-1.709833153,0,6,,,,,,,,,,,,,,,,,,,,
Prmt1,MEP,LSKd7,-4.728701486,4,4,,,,,,,,,,,,,,,,,,,,
Mtf2,MEP,LSKd7,3.656047234,3,4,,,,,,,,,,,,,,,,,,,,
Smc2,MEP,LSKd7,3.53841513,3,4,,,,,,,,,,,,,,,,,,,,
Stag2,MEP,LSKd7,-3.672208,3,4,,,,,,,,,,,,,,,,,,,,
Cbx7,MEP,LSKd7,2.906809943,2,4,,,,,,,,,,,,,,,,,,,,
Phc3,MEP,LSKd7,2.33370667,2,4,,,,,,,,,,,,,,,,,,,,
Uhrf1,MEP,LSKd7,2.276637254,2,4,,,,,,,,,,,,,,,,,,,,
Chmp2a,MEP,LSKd7,2.05329337,2,4,,,,,,,,,,,,,,,,,,,,
Hdac4,MEP,LSKd7,2.039557061,2,4,,,,,,,,,,,,,,,,,,,,
Kdm7a,MEP,LSKd7,1.769127071,2,4,,,,,,,,,,,,,,,,,,,,
Carm1,MEP,LSKd7,-2.595145073,2,4,,,,,,,,,,,,,,,,,,,,
Ehmt2,MEP,LSKd7,-2.89760513,2,4,,,,,,,,,,,,,,,,,,,,
Ehmt1,MEP,LSKd7,-3.832465542,2,4,,,,,,,,,,,,,,,,,,,,
Sap30,MEP,LSKd7,2.562393597,1,4,,,,,,,,,,,,,,,,,,,,
Sp100,MEP,LSKd7,2.212157284,1,4,,,,,,,,,,,,,,,,,,,,
Hdac7,MEP,LSKd7,2.017026102,1,4,,,,,,,,,,,,,,,,,,,,
Ash1l,MEP,LSKd7,2.002597732,1,4,,,,,,,,,,,,,,,,,,,,
Hmgb3,MEP,LSKd7,1.995923428,1,4,,,,,,,,,,,,,,,,,,,,
Cbx5,MEP,LSKd7,1.876536995,1,4,,,,,,,,,,,,,,,,,,,,
Kdm3a,MEP,LSKd7,1.558215746,1,4,,,,,,,,,,,,,,,,,,,,
Dnmt1,MEP,LSKd7,1.531140226,1,4,,,,,,,,,,,,,,,,,,,,
Prmt2,MEP,LSKd7,1.527343393,1,4,,,,,,,,,,,,,,,,,,,,
Hdac9,MEP,LSKd7,1.291855162,1,4,,,,,,,,,,,,,,,,,,,,
Cbx4,MEP,LSKd7,1.21656662,1,4,,,,,,,,,,,,,,,,,,,,
Suv39h1,MEP,LSKd7,1.141554554,1,4,,,,,,,,,,,,,,,,,,,,
Ncapd2,MEP,LSKd7,1.117248173,1,4,,,,,,,,,,,,,,,,,,,,
Setd7,MEP,LSKd7,1.117101609,1,4,,,,,,,,,,,,,,,,,,,,
Smyd2,MEP,LSKd7,0.997248903,1,4,,,,,,,,,,,,,,,,,,,,
Kdm6b,MEP,LSKd7,0.906890774,1,4,,,,,,,,,,,,,,,,,,,,
Asf1a,MEP,LSKd7,0.661631218,1,4,,,,,,,,,,,,,,,,,,,,
Ncapd3,MEP,LSKd7,0.366499333,1,4,,,,,,,,,,,,,,,,,,,,
Smyd3,MEP,LSKd7,-0.175772629,1,4,,,,,,,,,,,,,,,,,,,,
Smc3,MEP,LSKd7,-1.333934703,1,4,,,,,,,,,,,,,,,,,,,,
Setdb1,MEP,LSKd7,-1.52885767,1,4,,,,,,,,,,,,,,,,,,,,
Dnmt3a,MEP,LSKd7,2.038204959,0,4,,,,,,,,,,,,,,,,,,,,
Mllt6,MEP,LSKd7,1.834843093,0,4,,,,,,,,,,,,,,,,,,,,
Phf6,MEP,LSKd7,1.664393588,0,4,,,,,,,,,,,,,,,,,,,,
Prmt7,MEP,LSKd7,1.581126529,0,4,,,,,,,,,,,,,,,,,,,,
Prdm16,MEP,LSKd7,1.491281575,0,4,,,,,,,,,,,,,,,,,,,,
Nasp,MEP,LSKd7,1.399025815,0,4,,,,,,,,,,,,,,,,,,,,
Shprh,MEP,LSKd7,1.361861774,0,4,,,,,,,,,,,,,,,,,,,,
Phf1,MEP,LSKd7,1.318936259,0,4,,,,,,,,,,,,,,,,,,,,
Hat1,MEP,LSKd7,1.290744132,0,4,,,,,,,,,,,,,,,,,,,,
Tsfm,MEP,LSKd7,1.286340744,0,4,,,,,,,,,,,,,,,,,,,,
Mbd5,MEP,LSKd7,1.247992067,0,4,,,,,,,,,,,,,,,,,,,,
Sirt7,MEP,LSKd7,1.194201814,0,4,,,,,,,,,,,,,,,,,,,,
Cbx6,MEP,LSKd7,1.165545945,0,4,,,,,,,,,,,,,,,,,,,,
Morf4l2,MEP,LSKd7,1.120440264,0,4,,,,,,,,,,,,,,,,,,,,
Tdrd7,MEP,LSKd7,0.991311527,0,4,,,,,,,,,,,,,,,,,,,,
Hmgn1,MEP,LSKd7,0.98402896,0,4,,,,,,,,,,,,,,,,,,,,
Setd6,MEP,LSKd7,0.982596736,0,4,,,,,,,,,,,,,,,,,,,,
Setdb2,MEP,LSKd7,0.887799944,0,4,,,,,,,,,,,,,,,,,,,,
Cbx2,MEP,LSKd7,0.881689121,0,4,,,,,,,,,,,,,,,,,,,,
Setd8,MEP,LSKd7,0.862194698,0,4,,,,,,,,,,,,,,,,,,,,
Prmt5,MEP,LSKd7,0.839102019,0,4,,,,,,,,,,,,,,,,,,,,
Phf5a,MEP,LSKd7,0.805424368,0,4,,,,,,,,,,,,,,,,,,,,
Chd7,MEP,LSKd7,0.798747958,0,4,,,,,,,,,,,,,,,,,,,,
Snd1,MEP,LSKd7,0.761140243,0,4,,,,,,,,,,,,,,,,,,,,
Smc4,MEP,LSKd7,0.670744507,0,4,,,,,,,,,,,,,,,,,,,,
Dnmt3b,MEP,LSKd7,0.634147915,0,4,,,,,,,,,,,,,,,,,,,,
Suv39h2,MEP,LSKd7,0.600667131,0,4,,,,,,,,,,,,,,,,,,,,
Sirt3,MEP,LSKd7,0.5466071,0,4,,,,,,,,,,,,,,,,,,,,
Suv420h1,MEP,LSKd7,0.526339047,0,4,,,,,,,,,,,,,,,,,,,,
Prmt6,MEP,LSKd7,0.473339377,0,4,,,,,,,,,,,,,,,,,,,,
Kdm8,MEP,LSKd7,0.446715575,0,4,,,,,,,,,,,,,,,,,,,,
Gatad2b,MEP,LSKd7,0.444583198,0,4,,,,,,,,,,,,,,,,,,,,
Hdac10,MEP,LSKd7,0.439978913,0,4,,,,,,,,,,,,,,,,,,,,
Setbp1,MEP,LSKd7,0.341638001,0,4,,,,,,,,,,,,,,,,,,,,
Rai1,MEP,LSKd7,0.305195428,0,4,,,,,,,,,,,,,,,,,,,,
Setd4,MEP,LSKd7,0.292521448,0,4,,,,,,,,,,,,,,,,,,,,
Sirt5,MEP,LSKd7,0.290810521,0,4,,,,,,,,,,,,,,,,,,,,
Wbscr27,MEP,LSKd7,0.202405071,0,4,,,,,,,,,,,,,,,,,,,,
Cbx3,MEP,LSKd7,0.154882589,0,4,,,,,,,,,,,,,,,,,,,,
Hmg20a,MEP,LSKd7,0.033740028,0,4,,,,,,,,,,,,,,,,,,,,
Baz1b,MEP,LSKd7,0.012701719,0,4,,,,,,,,,,,,,,,,,,,,
Mettl7a1,MEP,LSKd7,-0.054123344,0,4,,,,,,,,,,,,,,,,,,,,
Phf21a,MEP,LSKd7,-0.107658119,0,4,,,,,,,,,,,,,,,,,,,,
Baz1a,MEP,LSKd7,-0.346710655,0,4,,,,,,,,,,,,,,,,,,,,
Mettl13,MEP,LSKd7,-0.499088031,0,4,,,,,,,,,,,,,,,,,,,,
Chaf1a,MEP,LSKd7,-0.539943962,0,4,,,,,,,,,,,,,,,,,,,,
Trim28,MEP,LSKd7,-0.639883949,0,4,,,,,,,,,,,,,,,,,,,,
Asf1b,MEP,LSKd7,-0.712577208,0,4,,,,,,,,,,,,,,,,,,,,
Kat2a,MEP,LSKd7,-0.725524936,0,4,,,,,,,,,,,,,,,,,,,,
Chd2,MEP,LSKd7,-0.979951659,0,4,,,,,,,,,,,,,,,,,,,,
Chaf1b,MEP,LSKd7,-2.121779859,0,4,,,,,,,,,,,,,,,,,,,,
Sp1,MEP,LSKd7,4.877445154,3,3,,,,,,,,,,,,,,,,,,,,
Kdm6a,MEP,LSKd7,4.442985949,3,3,,,,,,,,,,,,,,,,,,,,
Nfrkb,MEP,LSKd7,4.254268628,3,3,,,,,,,,,,,,,,,,,,,,
Cstf1,MEP,LSKd7,3.488009975,3,3,,,,,,,,,,,,,,,,,,,,
Tada1,MEP,LSKd7,-3.018647538,3,3,,,,,,,,,,,,,,,,,,,,
Chd1,MEP,LSKd7,-4.148062499,3,3,,,,,,,,,,,,,,,,,,,,
Pds5a,MEP,LSKd7,-4.407786133,3,3,,,,,,,,,,,,,,,,,,,,
Yeats4,MEP,LSKd7,-4.491184103,3,3,,,,,,,,,,,,,,,,,,,,
Ptpn2,MEP,LSKd7,-4.879183297,3,3,,,,,,,,,,,,,,,,,,,,
Ctcf,MEP,LSKd7,-5.333570824,3,3,,,,,,,,,,,,,,,,,,,,
Crebbp,MEP,LSKd7,3.482765109,2,3,,,,,,,,,,,,,,,,,,,,
Gse1,MEP,LSKd7,2.681792252,2,3,,,,,,,,,,,,,,,,,,,,
Phb2,MEP,LSKd7,1.666374741,2,3,,,,,,,,,,,,,,,,,,,,
Rad51,MEP,LSKd7,-1.895154035,2,3,,,,,,,,,,,,,,,,,,,,
Tada2b,MEP,LSKd7,-2.096985804,2,3,,,,,,,,,,,,,,,,,,,,
Tonsl,MEP,LSKd7,-2.500573374,2,3,,,,,,,,,,,,,,,,,,,,
Med31,MEP,LSKd7,-2.942850591,2,3,,,,,,,,,,,,,,,,,,,,
Ddb1,MEP,LSKd7,-3.019099032,2,3,,,,,,,,,,,,,,,,,,,,
Exosc2,MEP,LSKd7,-3.221744791,2,3,,,,,,,,,,,,,,,,,,,,
Dot1l,MEP,LSKd7,-3.44817868,2,3,,,,,,,,,,,,,,,,,,,,
Kat5,MEP,LSKd7,-3.506305589,2,3,,,,,,,,,,,,,,,,,,,,
Znhit1,MEP,LSKd7,-3.534647628,2,3,,,,,,,,,,,,,,,,,,,,
Med20,MEP,LSKd7,-3.599770243,2,3,,,,,,,,,,,,,,,,,,,,
Zfp217,MEP,LSKd7,-3.68864793,2,3,,,,,,,,,,,,,,,,,,,,
Zmynd8,MEP,LSKd7,-3.761040681,2,3,,,,,,,,,,,,,,,,,,,,
Ccdc101,MEP,LSKd7,-3.772115396,2,3,,,,,,,,,,,,,,,,,,,,
Actr6,MEP,LSKd7,-4.048944837,2,3,,,,,,,,,,,,,,,,,,,,
Zfp592,MEP,LSKd7,-4.146161354,2,3,,,,,,,,,,,,,,,,,,,,
Brd4,MEP,LSKd7,3.3031333,1,3,,,,,,,,,,,,,,,,,,,,
Mga,MEP,LSKd7,3.048948496,1,3,,,,,,,,,,,,,,,,,,,,
Yy1,MEP,LSKd7,3.024184881,1,3,,,,,,,,,,,,,,,,,,,,
L3mbtl3,MEP,LSKd7,3.009083503,1,3,,,,,,,,,,,,,,,,,,,,
Arid4a,MEP,LSKd7,2.641751661,1,3,,,,,,,,,,,,,,,,,,,,
Usp11,MEP,LSKd7,2.392058179,1,3,,,,,,,,,,,,,,,,,,,,
Actr8,MEP,LSKd7,2.373310948,1,3,,,,,,,,,,,,,,,,,,,,
Prkag2,MEP,LSKd7,2.059243953,1,3,,,,,,,,,,,,,,,,,,,,
Kdm5c,MEP,LSKd7,2.058011869,1,3,,,,,,,,,,,,,,,,,,,,
Ep300,MEP,LSKd7,1.900711652,1,3,,,,,,,,,,,,,,,,,,,,
Sin3a,MEP,LSKd7,1.732373748,1,3,,,,,,,,,,,,,,,,,,,,
Cul4b,MEP,LSKd7,1.651805936,1,3,,,,,,,,,,,,,,,,,,,,
Kdm2b,MEP,LSKd7,1.58304234,1,3,,,,,,,,,,,,,,,,,,,,
Ncaph,MEP,LSKd7,1.478023524,1,3,,,,,,,,,,,,,,,,,,,,
Msl3,MEP,LSKd7,1.468669635,1,3,,,,,,,,,,,,,,,,,,,,
Ncl,MEP,LSKd7,1.42052097,1,3,,,,,,,,,,,,,,,,,,,,
Mettl3,MEP,LSKd7,1.350070697,1,3,,,,,,,,,,,,,,,,,,,,
Hira,MEP,LSKd7,1.313601583,1,3,,,,,,,,,,,,,,,,,,,,
Psmc3,MEP,LSKd7,1.196344826,1,3,,,,,,,,,,,,,,,,,,,,
Dhx8,MEP,LSKd7,1.096993811,1,3,,,,,,,,,,,,,,,,,,,,
Ythdc1,MEP,LSKd7,0.986730176,1,3,,,,,,,,,,,,,,,,,,,,
Pias3,MEP,LSKd7,0.957788292,1,3,,,,,,,,,,,,,,,,,,,,
Kat2b,MEP,LSKd7,0.870602927,1,3,,,,,,,,,,,,,,,,,,,,
Cdc73,MEP,LSKd7,0.691327924,1,3,,,,,,,,,,,,,,,,,,,,
Purb,MEP,LSKd7,0.524203837,1,3,,,,,,,,,,,,,,,,,,,,
Phf11b,MEP,LSKd7,0.356221447,1,3,,,,,,,,,,,,,,,,,,,,
Kat7,MEP,LSKd7,0.101944853,1,3,,,,,,,,,,,,,,,,,,,,
Sp140,MEP,LSKd7,0.071819734,1,3,,,,,,,,,,,,,,,,,,,,
Supt16,MEP,LSKd7,0.045735865,1,3,,,,,,,,,,,,,,,,,,,,
Mbtps1,MEP,LSKd7,-0.311021128,1,3,,,,,,,,,,,,,,,,,,,,
Ssrp1,MEP,LSKd7,-0.484969391,1,3,,,,,,,,,,,,,,,,,,,,
Nudt21,MEP,LSKd7,-0.595167657,1,3,,,,,,,,,,,,,,,,,,,,
Top2a,MEP,LSKd7,-0.847988945,1,3,,,,,,,,,,,,,,,,,,,,
Tex10,MEP,LSKd7,-0.925944545,1,3,,,,,,,,,,,,,,,,,,,,
Nabp1,MEP,LSKd7,-1.034745132,1,3,,,,,,,,,,,,,,,,,,,,
Rcor3,MEP,LSKd7,-1.182613596,1,3,,,,,,,,,,,,,,,,,,,,
Sf3b3,MEP,LSKd7,-1.202145911,1,3,,,,,,,,,,,,,,,,,,,,
Mllt10,MEP,LSKd7,-1.268371391,1,3,,,,,,,,,,,,,,,,,,,,
Asxl2,MEP,LSKd7,-1.313294976,1,3,,,,,,,,,,,,,,,,,,,,
Mta1,MEP,LSKd7,-1.380205707,1,3,,,,,,,,,,,,,,,,,,,,
Gltscr2,MEP,LSKd7,-1.439360991,1,3,,,,,,,,,,,,,,,,,,,,
Atm,MEP,LSKd7,-1.620471161,1,3,,,,,,,,,,,,,,,,,,,,
Ncapg,MEP,LSKd7,-1.659242446,1,3,,,,,,,,,,,,,,,,,,,,
Rrp8,MEP,LSKd7,-1.659353779,1,3,,,,,,,,,,,,,,,,,,,,
Sap30bp,MEP,LSKd7,-1.823260739,1,3,,,,,,,,,,,,,,,,,,,,
Gtf2h4,MEP,LSKd7,-1.829408388,1,3,,,,,,,,,,,,,,,,,,,,
Pmf1,MEP,LSKd7,-1.842592555,1,3,,,,,,,,,,,,,,,,,,,,
Phf8,MEP,LSKd7,-1.873968978,1,3,,,,,,,,,,,,,,,,,,,,
Med14,MEP,LSKd7,-1.905962774,1,3,,,,,,,,,,,,,,,,,,,,
Kat6a,MEP,LSKd7,-2.036115871,1,3,,,,,,,,,,,,,,,,,,,,
Rnf20,MEP,LSKd7,-2.073378729,1,3,,,,,,,,,,,,,,,,,,,,
Phip,MEP,LSKd7,-2.128943616,1,3,,,,,,,,,,,,,,,,,,,,
Npm1,MEP,LSKd7,-2.160983428,1,3,,,,,,,,,,,,,,,,,,,,
Atr,MEP,LSKd7,-2.196201489,1,3,,,,,,,,,,,,,,,,,,,,
Eif4a3,MEP,LSKd7,-2.204686863,1,3,,,,,,,,,,,,,,,,,,,,
Med17,MEP,LSKd7,-2.249216864,1,3,,,,,,,,,,,,,,,,,,,,
Chd8,MEP,LSKd7,-2.412170061,1,3,,,,,,,,,,,,,,,,,,,,
H3f3a,MEP,LSKd7,-2.534387545,1,3,,,,,,,,,,,,,,,,,,,,
Kansl1,MEP,LSKd7,-2.543716807,1,3,,,,,,,,,,,,,,,,,,,,
Med8,MEP,LSKd7,-2.615638383,1,3,,,,,,,,,,,,,,,,,,,,
Med21,MEP,LSKd7,-2.691990736,1,3,,,,,,,,,,,,,,,,,,,,
Med11,MEP,LSKd7,-2.704444776,1,3,,,,,,,,,,,,,,,,,,,,
Rad21,MEP,LSKd7,-2.801802696,1,3,,,,,,,,,,,,,,,,,,,,
Srcap,MEP,LSKd7,-3.018586213,1,3,,,,,,,,,,,,,,,,,,,,
Trrap,MEP,LSKd7,-3.46215515,1,3,,,,,,,,,,,,,,,,,,,,
Bcor,MEP,LSKd7,2.593570944,0,3,,,,,,,,,,,,,,,,,,,,
Ino80e,MEP,LSKd7,2.187427914,0,3,,,,,,,,,,,,,,,,,,,,
Sap130,MEP,LSKd7,2.057097347,0,3,,,,,,,,,,,,,,,,,,,,
Naca,MEP,LSKd7,1.931412557,0,3,,,,,,,,,,,,,,,,,,,,
Zmym3,MEP,LSKd7,1.921134127,0,3,,,,,,,,,,,,,,,,,,,,
Tfpt,MEP,LSKd7,1.917581336,0,3,,,,,,,,,,,,,,,,,,,,
Rnf2,MEP,LSKd7,1.812541254,0,3,,,,,,,,,,,,,,,,,,,,
Sfmbt1,MEP,LSKd7,1.792777146,0,3,,,,,,,,,,,,,,,,,,,,
Jade2,MEP,LSKd7,1.753759013,0,3,,,,,,,,,,,,,,,,,,,,
Ldb1,MEP,LSKd7,1.690113336,0,3,,,,,,,,,,,,,,,,,,,,
Ing1,MEP,LSKd7,1.668861611,0,3,,,,,,,,,,,,,,,,,,,,
Ncoa2,MEP,LSKd7,1.645921883,0,3,,,,,,,,,,,,,,,,,,,,
Phf14,MEP,LSKd7,1.620882712,0,3,,,,,,,,,,,,,,,,,,,,
Rybp,MEP,LSKd7,1.615795345,0,3,,,,,,,,,,,,,,,,,,,,
Arid5b,MEP,LSKd7,1.601831822,0,3,,,,,,,,,,,,,,,,,,,,
Jarid2,MEP,LSKd7,1.578363489,0,3,,,,,,,,,,,,,,,,,,,,
Vdr,MEP,LSKd7,1.524843019,0,3,,,,,,,,,,,,,,,,,,,,
Suz12,MEP,LSKd7,1.51880109,0,3,,,,,,,,,,,,,,,,,,,,
Mecom,MEP,LSKd7,1.509137642,0,3,,,,,,,,,,,,,,,,,,,,
Hmgb2,MEP,LSKd7,1.490753974,0,3,,,,,,,,,,,,,,,,,,,,
Gadd45b,MEP,LSKd7,1.470709123,0,3,,,,,,,,,,,,,,,,,,,,
Mettl5,MEP,LSKd7,1.424881792,0,3,,,,,,,,,,,,,,,,,,,,
Esco1,MEP,LSKd7,1.414762032,0,3,,,,,,,,,,,,,,,,,,,,
Eya1,MEP,LSKd7,1.392943714,0,3,,,,,,,,,,,,,,,,,,,,
Anp32b,MEP,LSKd7,1.383437862,0,3,,,,,,,,,,,,,,,,,,,,
Jmjd1c,MEP,LSKd7,1.381514128,0,3,,,,,,,,,,,,,,,,,,,,
L3mbtl2,MEP,LSKd7,1.299952414,0,3,,,,,,,,,,,,,,,,,,,,
Mecp2,MEP,LSKd7,1.277559769,0,3,,,,,,,,,,,,,,,,,,,,
Ube2e1,MEP,LSKd7,1.256713398,0,3,,,,,,,,,,,,,,,,,,,,
Uchl5,MEP,LSKd7,1.246732654,0,3,,,,,,,,,,,,,,,,,,,,
Ddx23,MEP,LSKd7,1.224637226,0,3,,,,,,,,,,,,,,,,,,,,
Hmgxb3,MEP,LSKd7,1.224348786,0,3,,,,,,,,,,,,,,,,,,,,
Pprc1,MEP,LSKd7,1.209657796,0,3,,,,,,,,,,,,,,,,,,,,
Tle4,MEP,LSKd7,1.204301059,0,3,,,,,,,,,,,,,,,,,,,,
Actr5,MEP,LSKd7,1.202373389,0,3,,,,,,,,,,,,,,,,,,,,
Nek6,MEP,LSKd7,1.184701017,0,3,,,,,,,,,,,,,,,,,,,,
Elp5,MEP,LSKd7,1.181044984,0,3,,,,,,,,,,,,,,,,,,,,
Ncaph2,MEP,LSKd7,1.179071744,0,3,,,,,,,,,,,,,,,,,,,,
Prkab1,MEP,LSKd7,1.160597361,0,3,,,,,,,,,,,,,,,,,,,,
Brwd3,MEP,LSKd7,1.152195072,0,3,,,,,,,,,,,,,,,,,,,,
Usp21,MEP,LSKd7,1.137100465,0,3,,,,,,,,,,,,,,,,,,,,
Ctbp1,MEP,LSKd7,1.136861314,0,3,,,,,,,,,,,,,,,,,,,,
Msl3l2,MEP,LSKd7,1.136298567,0,3,,,,,,,,,,,,,,,,,,,,
Atn1,MEP,LSKd7,1.132213437,0,3,,,,,,,,,,,,,,,,,,,,
Nmi,MEP,LSKd7,1.082865634,0,3,,,,,,,,,,,,,,,,,,,,
Nipbl,MEP,LSKd7,1.076617723,0,3,,,,,,,,,,,,,,,,,,,,
Ino80,MEP,LSKd7,1.066285229,0,3,,,,,,,,,,,,,,,,,,,,
Chuk,MEP,LSKd7,1.047228853,0,3,,,,,,,,,,,,,,,,,,,,
Eid1,MEP,LSKd7,1.040467614,0,3,,,,,,,,,,,,,,,,,,,,
Usp12,MEP,LSKd7,1.033679144,0,3,,,,,,,,,,,,,,,,,,,,
Pygo2,MEP,LSKd7,1.028853429,0,3,,,,,,,,,,,,,,,,,,,,
Ing2,MEP,LSKd7,1.016245745,0,3,,,,,,,,,,,,,,,,,,,,
H2afy,MEP,LSKd7,1.003292814,0,3,,,,,,,,,,,,,,,,,,,,
Ubn1,MEP,LSKd7,0.997086117,0,3,,,,,,,,,,,,,,,,,,,,
Anp32a,MEP,LSKd7,0.994160883,0,3,,,,,,,,,,,,,,,,,,,,
Maml2,MEP,LSKd7,0.958835331,0,3,,,,,,,,,,,,,,,,,,,,
Foxp2,MEP,LSKd7,0.954168184,0,3,,,,,,,,,,,,,,,,,,,,
Prdm2,MEP,LSKd7,0.951179607,0,3,,,,,,,,,,,,,,,,,,,,
Set,MEP,LSKd7,0.950796429,0,3,,,,,,,,,,,,,,,,,,,,
Nono,MEP,LSKd7,0.949716011,0,3,,,,,,,,,,,,,,,,,,,,
Ppargc1b,MEP,LSKd7,0.937062717,0,3,,,,,,,,,,,,,,,,,,,,
Ncoa7,MEP,LSKd7,0.918169127,0,3,,,,,,,,,,,,,,,,,,,,
Per2,MEP,LSKd7,0.89774205,0,3,,,,,,,,,,,,,,,,,,,,
Mettl14,MEP,LSKd7,0.893008561,0,3,,,,,,,,,,,,,,,,,,,,
Per3,MEP,LSKd7,0.888900768,0,3,,,,,,,,,,,,,,,,,,,,
Mdm4,MEP,LSKd7,0.888226959,0,3,,,,,,,,,,,,,,,,,,,,
Atad2b,MEP,LSKd7,0.877178059,0,3,,,,,,,,,,,,,,,,,,,,
Med25,MEP,LSKd7,0.85850966,0,3,,,,,,,,,,,,,,,,,,,,
Sirt1,MEP,LSKd7,0.853760413,0,3,,,,,,,,,,,,,,,,,,,,
Prkca,MEP,LSKd7,0.825289187,0,3,,,,,,,,,,,,,,,,,,,,
Ddx27,MEP,LSKd7,0.784275723,0,3,,,,,,,,,,,,,,,,,,,,
Eya4,MEP,LSKd7,0.766360474,0,3,,,,,,,,,,,,,,,,,,,,
