Gene,Population 1,Population 2,Normalized lineage score,Significant guides,Total guides,,,,,,,,,,,,,,,,,,,,
Hdgf,MEP,LSKd7,0.764711798,0,3,,,,,,,,,,,,,,,,,,,,
Wsb2,MEP,LSKd7,0.756550244,0,3,,,,,,,,,,,,,,,,,,,,
Dzip3,MEP,LSKd7,0.745919945,0,3,,,,,,,,,,,,,,,,,,,,
Tyw5,MEP,LSKd7,0.744651419,0,3,,,,,,,,,,,,,,,,,,,,
Pnrc2,MEP,LSKd7,0.744470427,0,3,,,,,,,,,,,,,,,,,,,,
Prkab2,MEP,LSKd7,0.734798757,0,3,,,,,,,,,,,,,,,,,,,,
Ring1,MEP,LSKd7,0.734434087,0,3,,,,,,,,,,,,,,,,,,,,
Med23,MEP,LSKd7,0.71663182,0,3,,,,,,,,,,,,,,,,,,,,
Stk4,MEP,LSKd7,0.698944505,0,3,,,,,,,,,,,,,,,,,,,,
Ncoa1,MEP,LSKd7,0.690078066,0,3,,,,,,,,,,,,,,,,,,,,
Senp3,MEP,LSKd7,0.685958124,0,3,,,,,,,,,,,,,,,,,,,,
Padi4,MEP,LSKd7,0.682831589,0,3,,,,,,,,,,,,,,,,,,,,
Tet1,MEP,LSKd7,0.682362591,0,3,,,,,,,,,,,,,,,,,,,,
Hdac6,MEP,LSKd7,0.681210617,0,3,,,,,,,,,,,,,,,,,,,,
Ctbp2,MEP,LSKd7,0.678541689,0,3,,,,,,,,,,,,,,,,,,,,
Mbtd1,MEP,LSKd7,0.673305476,0,3,,,,,,,,,,,,,,,,,,,,
Nap1l1,MEP,LSKd7,0.669657544,0,3,,,,,,,,,,,,,,,,,,,,
Uty,MEP,LSKd7,0.654077838,0,3,,,,,,,,,,,,,,,,,,,,
Yaf2,MEP,LSKd7,0.651055492,0,3,,,,,,,,,,,,,,,,,,,,
Jmjd4,MEP,LSKd7,0.650826181,0,3,,,,,,,,,,,,,,,,,,,,
Maz,MEP,LSKd7,0.650564342,0,3,,,,,,,,,,,,,,,,,,,,
Dido1,MEP,LSKd7,0.647962583,0,3,,,,,,,,,,,,,,,,,,,,
Sirt2,MEP,LSKd7,0.647620317,0,3,,,,,,,,,,,,,,,,,,,,
Rb1,MEP,LSKd7,0.635425246,0,3,,,,,,,,,,,,,,,,,,,,
Ddx51,MEP,LSKd7,0.634997425,0,3,,,,,,,,,,,,,,,,,,,,
Phc1,MEP,LSKd7,0.613902208,0,3,,,,,,,,,,,,,,,,,,,,
Pbk,MEP,LSKd7,0.6134439,0,3,,,,,,,,,,,,,,,,,,,,
Phf7,MEP,LSKd7,0.608737906,0,3,,,,,,,,,,,,,,,,,,,,
Tet2,MEP,LSKd7,0.603831645,0,3,,,,,,,,,,,,,,,,,,,,
Dek,MEP,LSKd7,0.575170231,0,3,,,,,,,,,,,,,,,,,,,,
Smyd5,MEP,LSKd7,0.558329034,0,3,,,,,,,,,,,,,,,,,,,,
Mier3,MEP,LSKd7,0.551125846,0,3,,,,,,,,,,,,,,,,,,,,
Ankra2,MEP,LSKd7,0.547525418,0,3,,,,,,,,,,,,,,,,,,,,
Pcgf6,MEP,LSKd7,0.545062484,0,3,,,,,,,,,,,,,,,,,,,,
Tle1,MEP,LSKd7,0.541295266,0,3,,,,,,,,,,,,,,,,,,,,
Bcorl1,MEP,LSKd7,0.507483531,0,3,,,,,,,,,,,,,,,,,,,,
Mettl15,MEP,LSKd7,0.504312912,0,3,,,,,,,,,,,,,,,,,,,,
Pdp1,MEP,LSKd7,0.497981586,0,3,,,,,,,,,,,,,,,,,,,,
Med24,MEP,LSKd7,0.497607488,0,3,,,,,,,,,,,,,,,,,,,,
Mycbp,MEP,LSKd7,0.494136391,0,3,,,,,,,,,,,,,,,,,,,,
Pdcd2,MEP,LSKd7,0.490463554,0,3,,,,,,,,,,,,,,,,,,,,
Gon4l,MEP,LSKd7,0.489383691,0,3,,,,,,,,,,,,,,,,,,,,
Lrrfip2,MEP,LSKd7,0.483012599,0,3,,,,,,,,,,,,,,,,,,,,
Pwp1,MEP,LSKd7,0.472345228,0,3,,,,,,,,,,,,,,,,,,,,
Taf7,MEP,LSKd7,0.463454639,0,3,,,,,,,,,,,,,,,,,,,,
Sirt6,MEP,LSKd7,0.460296206,0,3,,,,,,,,,,,,,,,,,,,,
Hdac11,MEP,LSKd7,0.456851157,0,3,,,,,,,,,,,,,,,,,,,,
Prdm4,MEP,LSKd7,0.444718665,0,3,,,,,,,,,,,,,,,,,,,,
Rsf1,MEP,LSKd7,0.425724596,0,3,,,,,,,,,,,,,,,,,,,,
Pygo1,MEP,LSKd7,0.423596209,0,3,,,,,,,,,,,,,,,,,,,,
Nab2,MEP,LSKd7,0.42039448,0,3,,,,,,,,,,,,,,,,,,,,
Hmga2,MEP,LSKd7,0.417212382,0,3,,,,,,,,,,,,,,,,,,,,
Phf19,MEP,LSKd7,0.41130101,0,3,,,,,,,,,,,,,,,,,,,,
Med1,MEP,LSKd7,0.403259948,0,3,,,,,,,,,,,,,,,,,,,,
Eya2,MEP,LSKd7,0.394957567,0,3,,,,,,,,,,,,,,,,,,,,
Med15,MEP,LSKd7,0.388471218,0,3,,,,,,,,,,,,,,,,,,,,
Hmgn3,MEP,LSKd7,0.388341741,0,3,,,,,,,,,,,,,,,,,,,,
Ercc6,MEP,LSKd7,0.387784649,0,3,,,,,,,,,,,,,,,,,,,,
Gadd45g,MEP,LSKd7,0.387675431,0,3,,,,,,,,,,,,,,,,,,,,
Hmgn2,MEP,LSKd7,0.378150749,0,3,,,,,,,,,,,,,,,,,,,,
Hdac5,MEP,LSKd7,0.374885081,0,3,,,,,,,,,,,,,,,,,,,,
Prmt3,MEP,LSKd7,0.374227112,0,3,,,,,,,,,,,,,,,,,,,,
Kdm3b,MEP,LSKd7,0.372101821,0,3,,,,,,,,,,,,,,,,,,,,
Gtf2a1,MEP,LSKd7,0.367713554,0,3,,,,,,,,,,,,,,,,,,,,
Arntl,MEP,LSKd7,0.365282818,0,3,,,,,,,,,,,,,,,,,,,,
Smarcd3,MEP,LSKd7,0.363748507,0,3,,,,,,,,,,,,,,,,,,,,
Atxn7,MEP,LSKd7,0.354810721,0,3,,,,,,,,,,,,,,,,,,,,
Setd3,MEP,LSKd7,0.344302035,0,3,,,,,,,,,,,,,,,,,,,,
Ube2d1,MEP,LSKd7,0.341233981,0,3,,,,,,,,,,,,,,,,,,,,
Zmynd11,MEP,LSKd7,0.335181772,0,3,,,,,,,,,,,,,,,,,,,,
Ntmt1,MEP,LSKd7,0.331115174,0,3,,,,,,,,,,,,,,,,,,,,
Rbbp8,MEP,LSKd7,0.33080287,0,3,,,,,,,,,,,,,,,,,,,,
Mettl23,MEP,LSKd7,0.330357536,0,3,,,,,,,,,,,,,,,,,,,,
Zhx1,MEP,LSKd7,0.325936579,0,3,,,,,,,,,,,,,,,,,,,,
Med12,MEP,LSKd7,0.307452397,0,3,,,,,,,,,,,,,,,,,,,,
Sap30l,MEP,LSKd7,0.305755674,0,3,,,,,,,,,,,,,,,,,,,,
Cdk5,MEP,LSKd7,0.305661264,0,3,,,,,,,,,,,,,,,,,,,,
Mettl8,MEP,LSKd7,0.30537819,0,3,,,,,,,,,,,,,,,,,,,,
Asxl1,MEP,LSKd7,0.29831665,0,3,,,,,,,,,,,,,,,,,,,,
Uba2,MEP,LSKd7,0.297203884,0,3,,,,,,,,,,,,,,,,,,,,
Dhx36,MEP,LSKd7,0.289342092,0,3,,,,,,,,,,,,,,,,,,,,
Prkdc,MEP,LSKd7,0.287598253,0,3,,,,,,,,,,,,,,,,,,,,
Bmi1,MEP,LSKd7,0.286505163,0,3,,,,,,,,,,,,,,,,,,,,
Msl1,MEP,LSKd7,0.268254373,0,3,,,,,,,,,,,,,,,,,,,,
Cbx1,MEP,LSKd7,0.266427302,0,3,,,,,,,,,,,,,,,,,,,,
Bbx,MEP,LSKd7,0.264831259,0,3,,,,,,,,,,,,,,,,,,,,
Chd1l,MEP,LSKd7,0.254603919,0,3,,,,,,,,,,,,,,,,,,,,
Med18,MEP,LSKd7,0.254278412,0,3,,,,,,,,,,,,,,,,,,,,
Tgfbr1,MEP,LSKd7,0.249344584,0,3,,,,,,,,,,,,,,,,,,,,
Ddb2,MEP,LSKd7,0.242033671,0,3,,,,,,,,,,,,,,,,,,,,
Mdc1,MEP,LSKd7,0.238900832,0,3,,,,,,,,,,,,,,,,,,,,
Nek9,MEP,LSKd7,0.233002103,0,3,,,,,,,,,,,,,,,,,,,,
Trim16,MEP,LSKd7,0.228096819,0,3,,,,,,,,,,,,,,,,,,,,
Chd9,MEP,LSKd7,0.223712838,0,3,,,,,,,,,,,,,,,,,,,,
Gadd45a,MEP,LSKd7,0.221701306,0,3,,,,,,,,,,,,,,,,,,,,
Med27,MEP,LSKd7,0.216065654,0,3,,,,,,,,,,,,,,,,,,,,
Phf23,MEP,LSKd7,0.212593014,0,3,,,,,,,,,,,,,,,,,,,,
Prdm5,MEP,LSKd7,0.210379956,0,3,,,,,,,,,,,,,,,,,,,,
Mettl21a,MEP,LSKd7,0.198203134,0,3,,,,,,,,,,,,,,,,,,,,
Mettl18,MEP,LSKd7,0.189376426,0,3,,,,,,,,,,,,,,,,,,,,
Smc1a,MEP,LSKd7,0.186754544,0,3,,,,,,,,,,,,,,,,,,,,
Snai2,MEP,LSKd7,0.177774265,0,3,,,,,,,,,,,,,,,,,,,,
Nsd1,MEP,LSKd7,0.177680525,0,3,,,,,,,,,,,,,,,,,,,,
Ddx39,MEP,LSKd7,0.162516304,0,3,,,,,,,,,,,,,,,,,,,,
Anp32e,MEP,LSKd7,0.156701505,0,3,,,,,,,,,,,,,,,,,,,,
Mettl9,MEP,LSKd7,0.152485749,0,3,,,,,,,,,,,,,,,,,,,,
Vrk1,MEP,LSKd7,0.151041793,0,3,,,,,,,,,,,,,,,,,,,,
Fam208a,MEP,LSKd7,0.15030574,0,3,,,,,,,,,,,,,,,,,,,,
Pnrc1,MEP,LSKd7,0.146417445,0,3,,,,,,,,,,,,,,,,,,,,
Dnmt3l,MEP,LSKd7,0.137429232,0,3,,,,,,,,,,,,,,,,,,,,
Dtx3l,MEP,LSKd7,0.134872891,0,3,,,,,,,,,,,,,,,,,,,,
Arid5a,MEP,LSKd7,0.133307005,0,3,,,,,,,,,,,,,,,,,,,,
Smarca1,MEP,LSKd7,0.127673788,0,3,,,,,,,,,,,,,,,,,,,,
Rbl1,MEP,LSKd7,0.123219885,0,3,,,,,,,,,,,,,,,,,,,,
Mbd6,MEP,LSKd7,0.119323429,0,3,,,,,,,,,,,,,,,,,,,,
Mettl2,MEP,LSKd7,0.115508203,0,3,,,,,,,,,,,,,,,,,,,,
Mphosph8,MEP,LSKd7,0.106381521,0,3,,,,,,,,,,,,,,,,,,,,
Setx,MEP,LSKd7,0.106231371,0,3,,,,,,,,,,,,,,,,,,,,
Ptov1,MEP,LSKd7,0.103202983,0,3,,,,,,,,,,,,,,,,,,,,
Kdm5d,MEP,LSKd7,0.10150825,0,3,,,,,,,,,,,,,,,,,,,,
Dnajc2,MEP,LSKd7,0.096139545,0,3,,,,,,,,,,,,,,,,,,,,
Mbd4,MEP,LSKd7,0.09606074,0,3,,,,,,,,,,,,,,,,,,,,
Nab1,MEP,LSKd7,0.088165311,0,3,,,,,,,,,,,,,,,,,,,,
Cbx8,MEP,LSKd7,0.081681409,0,3,,,,,,,,,,,,,,,,,,,,
Ube2a,MEP,LSKd7,0.080177568,0,3,,,,,,,,,,,,,,,,,,,,
Nr1d1,MEP,LSKd7,0.078755532,0,3,,,,,,,,,,,,,,,,,,,,
Prdm11,MEP,LSKd7,0.070814651,0,3,,,,,,,,,,,,,,,,,,,,
Baz2a,MEP,LSKd7,0.068191064,0,3,,,,,,,,,,,,,,,,,,,,
Mettl1,MEP,LSKd7,0.066892025,0,3,,,,,,,,,,,,,,,,,,,,
Kdm4b,MEP,LSKd7,0.061900993,0,3,,,,,,,,,,,,,,,,,,,,
Max,MEP,LSKd7,0.059228009,0,3,,,,,,,,,,,,,,,,,,,,
Myo1c,MEP,LSKd7,0.058743056,0,3,,,,,,,,,,,,,,,,,,,,
Jmjd8,MEP,LSKd7,0.054139027,0,3,,,,,,,,,,,,,,,,,,,,
Arrb1,MEP,LSKd7,0.052431116,0,3,,,,,,,,,,,,,,,,,,,,
Pttg1,MEP,LSKd7,0.051482208,0,3,,,,,,,,,,,,,,,,,,,,
Prdm9,MEP,LSKd7,0.048571839,0,3,,,,,,,,,,,,,,,,,,,,
Pqbp1,MEP,LSKd7,0.039437611,0,3,,,,,,,,,,,,,,,,,,,,
Maml1,MEP,LSKd7,0.036509679,0,3,,,,,,,,,,,,,,,,,,,,
Hmg20b,MEP,LSKd7,0.035832744,0,3,,,,,,,,,,,,,,,,,,,,
Paxbp1,MEP,LSKd7,0.024527684,0,3,,,,,,,,,,,,,,,,,,,,
Hmgn5,MEP,LSKd7,0.012949022,0,3,,,,,,,,,,,,,,,,,,,,
Mysm1,MEP,LSKd7,0.011279042,0,3,,,,,,,,,,,,,,,,,,,,
Prr14,MEP,LSKd7,0.009160722,0,3,,,,,,,,,,,,,,,,,,,,
Ankrd32,MEP,LSKd7,0.002261948,0,3,,,,,,,,,,,,,,,,,,,,
H2afy2,MEP,LSKd7,-0.002331024,0,3,,,,,,,,,,,,,,,,,,,,
Per1,MEP,LSKd7,-0.00425577,0,3,,,,,,,,,,,,,,,,,,,,
Hmgb1,MEP,LSKd7,-0.00598364,0,3,,,,,,,,,,,,,,,,,,,,
Med13l,MEP,LSKd7,-0.007478242,0,3,,,,,,,,,,,,,,,,,,,,
Tbp,MEP,LSKd7,-0.009785178,0,3,,,,,,,,,,,,,,,,,,,,
Phf13,MEP,LSKd7,-0.010294339,0,3,,,,,,,,,,,,,,,,,,,,
Rnf8,MEP,LSKd7,-0.014455286,0,3,,,,,,,,,,,,,,,,,,,,
Lrrfip1,MEP,LSKd7,-0.015544672,0,3,,,,,,,,,,,,,,,,,,,,
Kdm4c,MEP,LSKd7,-0.015857717,0,3,,,,,,,,,,,,,,,,,,,,
Prdm10,MEP,LSKd7,-0.017401031,0,3,,,,,,,,,,,,,,,,,,,,
Mapkapk3,MEP,LSKd7,-0.024461597,0,3,,,,,,,,,,,,,,,,,,,,
Ino80b,MEP,LSKd7,-0.024801344,0,3,,,,,,,,,,,,,,,,,,,,
Chd6,MEP,LSKd7,-0.024839037,0,3,,,,,,,,,,,,,,,,,,,,
Ncoa4,MEP,LSKd7,-0.027923215,0,3,,,,,,,,,,,,,,,,,,,,
Mgmt,MEP,LSKd7,-0.03129101,0,3,,,,,,,,,,,,,,,,,,,,
Atad2,MEP,LSKd7,-0.042055969,0,3,,,,,,,,,,,,,,,,,,,,
Pias2,MEP,LSKd7,-0.049314189,0,3,,,,,,,,,,,,,,,,,,,,
Rnf168,MEP,LSKd7,-0.049952328,0,3,,,,,,,,,,,,,,,,,,,,
Mdfi,MEP,LSKd7,-0.051930224,0,3,,,,,,,,,,,,,,,,,,,,
Mettl25,MEP,LSKd7,-0.071362638,0,3,,,,,,,,,,,,,,,,,,,,
Aurkb,MEP,LSKd7,-0.086160339,0,3,,,,,,,,,,,,,,,,,,,,
Chmp1a,MEP,LSKd7,-0.100362936,0,3,,,,,,,,,,,,,,,,,,,,
Ube2b,MEP,LSKd7,-0.114403423,0,3,,,,,,,,,,,,,,,,,,,,
Ep400,MEP,LSKd7,-0.126752854,0,3,,,,,,,,,,,,,,,,,,,,
Pcgf2,MEP,LSKd7,-0.132695897,0,3,,,,,,,,,,,,,,,,,,,,
Phc2,MEP,LSKd7,-0.136422185,0,3,,,,,,,,,,,,,,,,,,,,
Pds5b,MEP,LSKd7,-0.137201172,0,3,,,,,,,,,,,,,,,,,,,,
Mettl6,MEP,LSKd7,-0.143092931,0,3,,,,,,,,,,,,,,,,,,,,
H2afx,MEP,LSKd7,-0.163251789,0,3,,,,,,,,,,,,,,,,,,,,
Hmgxb4,MEP,LSKd7,-0.169086269,0,3,,,,,,,,,,,,,,,,,,,,
Smchd1,MEP,LSKd7,-0.171632793,0,3,,,,,,,,,,,,,,,,,,,,
Ythdf1,MEP,LSKd7,-0.176710628,0,3,,,,,,,,,,,,,,,,,,,,
Phf2,MEP,LSKd7,-0.181194948,0,3,,,,,,,,,,,,,,,,,,,,
Wac,MEP,LSKd7,-0.184876065,0,3,,,,,,,,,,,,,,,,,,,,
Baz2b,MEP,LSKd7,-0.190164302,0,3,,,,,,,,,,,,,,,,,,,,
Smyd4,MEP,LSKd7,-0.199922178,0,3,,,,,,,,,,,,,,,,,,,,
Phf20,MEP,LSKd7,-0.202701603,0,3,,,,,,,,,,,,,,,,,,,,
Hmga1,MEP,LSKd7,-0.203719488,0,3,,,,,,,,,,,,,,,,,,,,
Zbtb33,MEP,LSKd7,-0.205252165,0,3,,,,,,,,,,,,,,,,,,,,
Hltf,MEP,LSKd7,-0.209988117,0,3,,,,,,,,,,,,,,,,,,,,
Clock,MEP,LSKd7,-0.21875969,0,3,,,,,,,,,,,,,,,,,,,,
Ddx47,MEP,LSKd7,-0.218790435,0,3,,,,,,,,,,,,,,,,,,,,
Brd1,MEP,LSKd7,-0.221208422,0,3,,,,,,,,,,,,,,,,,,,,
Eif4a2,MEP,LSKd7,-0.223329606,0,3,,,,,,,,,,,,,,,,,,,,
Mllt11,MEP,LSKd7,-0.223984715,0,3,,,,,,,,,,,,,,,,,,,,
Mettl4,MEP,LSKd7,-0.237689407,0,3,,,,,,,,,,,,,,,,,,,,
Med19,MEP,LSKd7,-0.254924669,0,3,,,,,,,,,,,,,,,,,,,,
Ddx50,MEP,LSKd7,-0.25497302,0,3,,,,,,,,,,,,,,,,,,,,
Nabp2,MEP,LSKd7,-0.259125223,0,3,,,,,,,,,,,,,,,,,,,,
Spen,MEP,LSKd7,-0.266200823,0,3,,,,,,,,,,,,,,,,,,,,
Ppie,MEP,LSKd7,-0.269685804,0,3,,,,,,,,,,,,,,,,,,,,
Prkcd,MEP,LSKd7,-0.279761635,0,3,,,,,,,,,,,,,,,,,,,,
Cdk17,MEP,LSKd7,-0.281341271,0,3,,,,,,,,,,,,,,,,,,,,
Ino80c,MEP,LSKd7,-0.284882578,0,3,,,,,,,,,,,,,,,,,,,,
Sf3b1,MEP,LSKd7,-0.290010833,0,3,,,,,,,,,,,,,,,,,,,,
Cit,MEP,LSKd7,-0.290481349,0,3,,,,,,,,,,,,,,,,,,,,
Las1l,MEP,LSKd7,-0.299403187,0,3,,,,,,,,,,,,,,,,,,,,
Setd2,MEP,LSKd7,-0.302837898,0,3,,,,,,,,,,,,,,,,,,,,
Mier1,MEP,LSKd7,-0.305121041,0,3,,,,,,,,,,,,,,,,,,,,
Scmh1,MEP,LSKd7,-0.305919782,0,3,,,,,,,,,,,,,,,,,,,,
Mllt4,MEP,LSKd7,-0.307151115,0,3,,,,,,,,,,,,,,,,,,,,
Stag1,MEP,LSKd7,-0.312948588,0,3,,,,,,,,,,,,,,,,,,,,
Noc2l,MEP,LSKd7,-0.314680778,0,3,,,,,,,,,,,,,,,,,,,,
Pias1,MEP,LSKd7,-0.316903417,0,3,,,,,,,,,,,,,,,,,,,,
Tet3,MEP,LSKd7,-0.325422598,0,3,,,,,,,,,,,,,,,,,,,,
Mdm2,MEP,LSKd7,-0.348170441,0,3,,,,,,,,,,,,,,,,,,,,
Brd2,MEP,LSKd7,-0.352444507,0,3,,,,,,,,,,,,,,,,,,,,
Med28,MEP,LSKd7,-0.359194816,0,3,,,,,,,,,,,,,,,,,,,,
Hmbox1,MEP,LSKd7,-0.364913595,0,3,,,,,,,,,,,,,,,,,,,,
Senp1,MEP,LSKd7,-0.388956024,0,3,,,,,,,,,,,,,,,,,,,,
Sirt4,MEP,LSKd7,-0.395499954,0,3,,,,,,,,,,,,,,,,,,,,
Sap25,MEP,LSKd7,-0.404744608,0,3,,,,,,,,,,,,,,,,,,,,
Esco2,MEP,LSKd7,-0.412551946,0,3,,,,,,,,,,,,,,,,,,,,
Zbtb7c,MEP,LSKd7,-0.427979054,0,3,,,,,,,,,,,,,,,,,,,,
Cxxc5,MEP,LSKd7,-0.476422256,0,3,,,,,,,,,,,,,,,,,,,,
Mau2,MEP,LSKd7,-0.485908212,0,3,,,,,,,,,,,,,,,,,,,,
Kat6b,MEP,LSKd7,-0.486969715,0,3,,,,,,,,,,,,,,,,,,,,
Pcgf3,MEP,LSKd7,-0.492984338,0,3,,,,,,,,,,,,,,,,,,,,
Uhrf2,MEP,LSKd7,-0.498343788,0,3,,,,,,,,,,,,,,,,,,,,
Mettl17,MEP,LSKd7,-0.500876468,0,3,,,,,,,,,,,,,,,,,,,,
Fbxw9,MEP,LSKd7,-0.513806175,0,3,,,,,,,,,,,,,,,,,,,,
Mettl22,MEP,LSKd7,-0.521051912,0,3,,,,,,,,,,,,,,,,,,,,
Dr1,MEP,LSKd7,-0.527339225,0,3,,,,,,,,,,,,,,,,,,,,
Ube2d3,MEP,LSKd7,-0.534861552,0,3,,,,,,,,,,,,,,,,,,,,
Atrx,MEP,LSKd7,-0.554517089,0,3,,,,,,,,,,,,,,,,,,,,
Med29,MEP,LSKd7,-0.554712562,0,3,,,,,,,,,,,,,,,,,,,,
Brdt,MEP,LSKd7,-0.557528949,0,3,,,,,,,,,,,,,,,,,,,,
Nap1l4,MEP,LSKd7,-0.570955172,0,3,,,,,,,,,,,,,,,,,,,,
Top2b,MEP,LSKd7,-0.573621679,0,3,,,,,,,,,,,,,,,,,,,,
Eid2,MEP,LSKd7,-0.583428667,0,3,,,,,,,,,,,,,,,,,,,,
Ddx31,MEP,LSKd7,-0.610185921,0,3,,,,,,,,,,,,,,,,,,,,
Rbx1,MEP,LSKd7,-0.616660614,0,3,,,,,,,,,,,,,,,,,,,,
Cir1,MEP,LSKd7,-0.616893312,0,3,,,,,,,,,,,,,,,,,,,,
Mettl16,MEP,LSKd7,-0.625978887,0,3,,,,,,,,,,,,,,,,,,,,
Ing3,MEP,LSKd7,-0.628623518,0,3,,,,,,,,,,,,,,,,,,,,
Rcor2,MEP,LSKd7,-0.638097572,0,3,,,,,,,,,,,,,,,,,,,,
Srsf1,MEP,LSKd7,-0.651202054,0,3,,,,,,,,,,,,,,,,,,,,
Pura,MEP,LSKd7,-0.674664042,0,3,,,,,,,,,,,,,,,,,,,,
Jade3,MEP,LSKd7,-0.679556451,0,3,,,,,,,,,,,,,,,,,,,,
Myef2,MEP,LSKd7,-0.683871021,0,3,,,,,,,,,,,,,,,,,,,,
Chrac1,MEP,LSKd7,-0.685552069,0,3,,,,,,,,,,,,,,,,,,,,
Pias4,MEP,LSKd7,-0.687529584,0,3,,,,,,,,,,,,,,,,,,,,
Med6,MEP,LSKd7,-0.703374454,0,3,,,,,,,,,,,,,,,,,,,,
Med26,MEP,LSKd7,-0.723903742,0,3,,,,,,,,,,,,,,,,,,,,
Usp16,MEP,LSKd7,-0.731205537,0,3,,,,,,,,,,,,,,,,,,,,
Suv420h2,MEP,LSKd7,-0.743524083,0,3,,,,,,,,,,,,,,,,,,,,
Ruvbl1,MEP,LSKd7,-0.746744285,0,3,,,,,,,,,,,,,,,,,,,,
Kdm1b,MEP,LSKd7,-0.752591038,0,3,,,,,,,,,,,,,,,,,,,,
Gtf3a,MEP,LSKd7,-0.754165228,0,3,,,,,,,,,,,,,,,,,,,,
Mycbp2,MEP,LSKd7,-0.75763659,0,3,,,,,,,,,,,,,,,,,,,,
Kansl3,MEP,LSKd7,-0.768713579,0,3,,,,,,,,,,,,,,,,,,,,
Morf4l1,MEP,LSKd7,-0.769428195,0,3,,,,,,,,,,,,,,,,,,,,
Scml4,MEP,LSKd7,-0.779054747,0,3,,,,,,,,,,,,,,,,,,,,
Hdac8,MEP,LSKd7,-0.791082788,0,3,,,,,,,,,,,,,,,,,,,,
Ythdf3,MEP,LSKd7,-0.793969501,0,3,,,,,,,,,,,,,,,,,,,,
Hells,MEP,LSKd7,-0.826340177,0,3,,,,,,,,,,,,,,,,,,,,
Wdr48,MEP,LSKd7,-0.843945307,0,3,,,,,,,,,,,,,,,,,,,,
Kdm4a,MEP,LSKd7,-0.845017214,0,3,,,,,,,,,,,,,,,,,,,,
Sap18,MEP,LSKd7,-0.856161098,0,3,,,,,,,,,,,,,,,,,,,,
Ywhae,MEP,LSKd7,-0.866523716,0,3,,,,,,,,,,,,,,,,,,,,
Syncrip,MEP,LSKd7,-0.871710284,0,3,,,,,,,,,,,,,,,,,,,,
Mdfic,MEP,LSKd7,-0.886547539,0,3,,,,,,,,,,,,,,,,,,,,
Mbtps2,MEP,LSKd7,-0.889751166,0,3,,,,,,,,,,,,,,,,,,,,
Chmp2b,MEP,LSKd7,-0.895583879,0,3,,,,,,,,,,,,,,,,,,,,
Psip1,MEP,LSKd7,-0.896492245,0,3,,,,,,,,,,,,,,,,,,,,
Kansl2,MEP,LSKd7,-0.905842929,0,3,,,,,,,,,,,,,,,,,,,,
Ing4,MEP,LSKd7,-0.906938689,0,3,,,,,,,,,,,,,,,,,,,,
Gtf2h3,MEP,LSKd7,-0.914549042,0,3,,,,,,,,,,,,,,,,,,,,
Atxn7l3,MEP,LSKd7,-0.915295069,0,3,,,,,,,,,,,,,,,,,,,,
Zfp57,MEP,LSKd7,-0.923915338,0,3,,,,,,,,,,,,,,,,,,,,
Taf9b,MEP,LSKd7,-0.925215438,0,3,,,,,,,,,,,,,,,,,,,,
Zmym2,MEP,LSKd7,-0.933205304,0,3,,,,,,,,,,,,,,,,,,,,
Phb,MEP,LSKd7,-0.934489866,0,3,,,,,,,,,,,,,,,,,,,,
Mbip,MEP,LSKd7,-0.937055059,0,3,,,,,,,,,,,,,,,,,,,,
Dnttip2,MEP,LSKd7,-0.951293645,0,3,,,,,,,,,,,,,,,,,,,,
Ncoa5,MEP,LSKd7,-0.951861336,0,3,,,,,,,,,,,,,,,,,,,,
Phf12,MEP,LSKd7,-0.965458676,0,3,,,,,,,,,,,,,,,,,,,,
Mier2,MEP,LSKd7,-0.973149272,0,3,,,,,,,,,,,,,,,,,,,,
Smc6,MEP,LSKd7,-0.982599159,0,3,,,,,,,,,,,,,,,,,,,,
Taf4a,MEP,LSKd7,-0.983636405,0,3,,,,,,,,,,,,,,,,,,,,
Ino80d,MEP,LSKd7,-0.991496878,0,3,,,,,,,,,,,,,,,,,,,,
Med10,MEP,LSKd7,-0.996147107,0,3,,,,,,,,,,,,,,,,,,,,
Zzz3,MEP,LSKd7,-1.020004204,0,3,,,,,,,,,,,,,,,,,,,,
Rbl2,MEP,LSKd7,-1.033924429,0,3,,,,,,,,,,,,,,,,,,,,
Rcc1,MEP,LSKd7,-1.049562795,0,3,,,,,,,,,,,,,,,,,,,,
Med16,MEP,LSKd7,-1.056418896,0,3,,,,,,,,,,,,,,,,,,,,
Brcc3,MEP,LSKd7,-1.078903977,0,3,,,,,,,,,,,,,,,,,,,,
Ing5,MEP,LSKd7,-1.116261206,0,3,,,,,,,,,,,,,,,,,,,,
Mbd1,MEP,LSKd7,-1.130424194,0,3,,,,,,,,,,,,,,,,,,,,
Wapal,MEP,LSKd7,-1.153140452,0,3,,,,,,,,,,,,,,,,,,,,
Phf20l1,MEP,LSKd7,-1.160869615,0,3,,,,,,,,,,,,,,,,,,,,
Med22,MEP,LSKd7,-1.166437374,0,3,,,,,,,,,,,,,,,,,,,,
Kti12,MEP,LSKd7,-1.168268325,0,3,,,,,,,,,,,,,,,,,,,,
Med13,MEP,LSKd7,-1.178932497,0,3,,,,,,,,,,,,,,,,,,,,
Eya3,MEP,LSKd7,-1.200690956,0,3,,,,,,,,,,,,,,,,,,,,
Gatad2a,MEP,LSKd7,-1.202881013,0,3,,,,,,,,,,,,,,,,,,,,
